Entity,Code,Day,people_fully_vaccinated
Europe,,2021-03-21,24482871
Europe,,2021-03-22,25074911
Europe,,2021-03-23,25660359
Europe,,2021-03-24,26506983
Europe,,2021-03-25,27271284
Europe,,2021-03-26,28250521
Europe,,2021-03-27,28751030
Europe,,2021-03-28,29253266
Europe,,2021-03-29,31364459
Europe,,2021-03-30,32260251
Europe,,2021-03-31,33312372
Europe,,2021-04-01,34519546
Europe,,2021-04-02,35306386
Europe,,2021-04-03,35901420
Europe,,2021-04-04,36344946
Europe,,2021-04-05,36665947
Europe,,2021-04-06,37502508
Europe,,2021-04-07,38939589
Europe,,2021-04-08,40073786
Europe,,2021-04-09,41217811
Europe,,2021-04-10,42181398
Europe,,2021-04-11,42749188
Europe,,2021-04-12,43448293
Europe,,2021-04-13,44372242
Europe,,2021-04-14,45400088
Europe,,2021-04-15,46594740
Europe,,2021-04-16,47741430
Europe,,2021-04-17,48687043
Europe,,2021-04-18,49732966
Europe,,2021-04-19,50571058
Europe,,2021-04-20,51566703
Europe,,2021-04-21,52904034
Europe,,2021-04-22,54336239
Europe,,2021-04-23,55768126
Europe,,2021-04-24,56988333
Europe,,2021-04-25,57893908
Europe,,2021-04-26,58874819
Europe,,2021-04-27,60343745
Europe,,2021-04-28,62184595
Europe,,2021-04-29,64078035
Europe,,2021-04-30,65574067
Europe,,2021-05-01,66542263
Europe,,2021-05-02,67751214
Europe,,2021-05-03,68669448
Europe,,2021-05-04,70045359
Europe,,2021-05-05,72663814
Europe,,2021-05-06,75034706
Europe,,2021-05-07,76922540
Europe,,2021-05-08,78355929
Europe,,2021-05-09,79579029
Europe,,2021-05-10,80921959
Europe,,2021-05-11,81680299
European Union,,2020-12-27,13
European Union,,2020-12-28,50
European Union,,2020-12-29,776
European Union,,2020-12-30,897
European Union,,2020-12-31,1046
European Union,,2021-01-01,1053
European Union,,2021-01-02,1337
European Union,,2021-01-03,1342
European Union,,2021-01-04,1393
European Union,,2021-01-05,1422
European Union,,2021-01-06,1428
European Union,,2021-01-07,1438
European Union,,2021-01-08,1763
European Union,,2021-01-09,1811
European Union,,2021-01-10,1830
European Union,,2021-01-11,1883
European Union,,2021-01-12,1942
European Union,,2021-01-13,2144
European Union,,2021-01-14,2331
European Union,,2021-01-15,3098
European Union,,2021-01-16,4106
European Union,,2021-01-17,29987
European Union,,2021-01-18,69164
European Union,,2021-01-19,146460
European Union,,2021-01-20,251749
European Union,,2021-01-21,382640
European Union,,2021-01-22,471650
European Union,,2021-01-23,568874
European Union,,2021-01-24,663439
European Union,,2021-01-25,878998
European Union,,2021-01-26,1145677
European Union,,2021-01-27,1393872
European Union,,2021-01-28,1708815
European Union,,2021-01-29,1996154
European Union,,2021-01-30,2227211
European Union,,2021-01-31,2516009
European Union,,2021-02-01,2849702
European Union,,2021-02-02,3254416
European Union,,2021-02-03,3734418
European Union,,2021-02-04,4243044
European Union,,2021-02-05,4650343
European Union,,2021-02-06,4856256
European Union,,2021-02-07,5146982
European Union,,2021-02-08,5424394
European Union,,2021-02-09,5807003
European Union,,2021-02-10,6173929
European Union,,2021-02-11,6675507
European Union,,2021-02-12,7050855
European Union,,2021-02-13,7244579
European Union,,2021-02-14,7539087
European Union,,2021-02-15,7815429
European Union,,2021-02-16,8123508
European Union,,2021-02-17,8501863
European Union,,2021-02-18,8911370
European Union,,2021-02-19,9229786
European Union,,2021-02-20,9383337
European Union,,2021-02-21,9631944
European Union,,2021-02-22,9848239
European Union,,2021-02-23,10075617
European Union,,2021-02-24,10396412
European Union,,2021-02-25,10659424
European Union,,2021-02-26,11012106
European Union,,2021-02-27,11119946
European Union,,2021-02-28,11367956
European Union,,2021-03-01,11548863
European Union,,2021-03-02,11767225
European Union,,2021-03-03,12110152
European Union,,2021-03-04,12488681
European Union,,2021-03-05,12763450
European Union,,2021-03-06,12965074
European Union,,2021-03-07,13212069
European Union,,2021-03-08,13457572
European Union,,2021-03-09,13720654
European Union,,2021-03-10,14030651
European Union,,2021-03-11,14509529
European Union,,2021-03-12,14863280
European Union,,2021-03-13,15052435
European Union,,2021-03-14,15292059
European Union,,2021-03-15,15618691
European Union,,2021-03-16,15928765
European Union,,2021-03-17,16350838
European Union,,2021-03-18,16833772
European Union,,2021-03-19,17233138
European Union,,2021-03-20,17454138
European Union,,2021-03-21,17757911
European Union,,2021-03-22,18254820
European Union,,2021-03-23,18645765
European Union,,2021-03-24,19192480
European Union,,2021-03-25,19709930
European Union,,2021-03-26,20365828
European Union,,2021-03-27,20621460
European Union,,2021-03-28,20957009
European Union,,2021-03-29,21363243
European Union,,2021-03-30,21859925
European Union,,2021-03-31,22409231
European Union,,2021-04-01,23020976
European Union,,2021-04-02,23481373
European Union,,2021-04-03,23832180
European Union,,2021-04-04,24160385
European Union,,2021-04-05,24365896
European Union,,2021-04-06,24908613
European Union,,2021-04-07,25476250
European Union,,2021-04-08,26070450
European Union,,2021-04-09,26639229
European Union,,2021-04-10,27011167
European Union,,2021-04-11,27358300
European Union,,2021-04-12,27800406
European Union,,2021-04-13,28312872
European Union,,2021-04-14,28857997
European Union,,2021-04-15,29531684
European Union,,2021-04-16,30105830
European Union,,2021-04-17,30498168
European Union,,2021-04-18,30931529
European Union,,2021-04-19,31469205
European Union,,2021-04-20,32031508
European Union,,2021-04-21,32813864
European Union,,2021-04-22,33643851
European Union,,2021-04-23,34419451
European Union,,2021-04-24,34842760
European Union,,2021-04-25,35447682
European Union,,2021-04-26,36017858
European Union,,2021-04-27,36972335
European Union,,2021-04-28,38033435
European Union,,2021-04-29,39154911
European Union,,2021-04-30,39964452
European Union,,2021-05-01,40525706
European Union,,2021-05-02,41462063
European Union,,2021-05-03,42223558
European Union,,2021-05-04,43284979
European Union,,2021-05-05,44966334
European Union,,2021-05-06,46523376
European Union,,2021-05-07,47816746
European Union,,2021-05-08,48614445
European Union,,2021-05-09,49621041
European Union,,2021-05-10,50613069
European Union,,2021-05-11,51317194
Faeroe Islands,FRO,2021-01-29,1
Faeroe Islands,FRO,2021-02-06,606
Faeroe Islands,FRO,2021-02-08,685
Faeroe Islands,FRO,2021-02-10,1221
Faeroe Islands,FRO,2021-02-21,1515
Faeroe Islands,FRO,2021-02-23,2087
Faeroe Islands,FRO,2021-02-24,2523
Faeroe Islands,FRO,2021-03-03,2830
Faeroe Islands,FRO,2021-03-04,3156
Faeroe Islands,FRO,2021-03-05,3312
Faeroe Islands,FRO,2021-03-06,3674
Faeroe Islands,FRO,2021-03-08,3808
Faeroe Islands,FRO,2021-03-12,3931
Faeroe Islands,FRO,2021-03-16,3979
Faeroe Islands,FRO,2021-03-17,3997
Faeroe Islands,FRO,2021-03-18,4033
Faeroe Islands,FRO,2021-03-22,4039
Faeroe Islands,FRO,2021-03-26,4074
Faeroe Islands,FRO,2021-03-27,4106
Faeroe Islands,FRO,2021-03-30,4129
Faeroe Islands,FRO,2021-04-08,4149
Faeroe Islands,FRO,2021-04-12,4247
Faeroe Islands,FRO,2021-04-13,4257
Faeroe Islands,FRO,2021-04-14,4381
Faeroe Islands,FRO,2021-04-15,4777
Faeroe Islands,FRO,2021-04-19,5058
Faeroe Islands,FRO,2021-04-21,5193
Faeroe Islands,FRO,2021-04-22,5249
Faeroe Islands,FRO,2021-04-24,5529
Faeroe Islands,FRO,2021-04-26,5546
Faeroe Islands,FRO,2021-04-27,5576
Faeroe Islands,FRO,2021-04-28,5780
Faeroe Islands,FRO,2021-05-06,6385
Faeroe Islands,FRO,2021-05-08,6606
Faeroe Islands,FRO,2021-05-09,6623
Faeroe Islands,FRO,2021-05-11,7007
Falkland Islands,FLK,2021-04-07,1717
Falkland Islands,FLK,2021-04-14,1775
Finland,FIN,2021-01-25,4553
Finland,FIN,2021-01-26,6960
Finland,FIN,2021-01-27,9355
Finland,FIN,2021-01-28,10540
Finland,FIN,2021-01-29,14239
Finland,FIN,2021-01-30,17757
Finland,FIN,2021-02-01,18203
Finland,FIN,2021-02-02,18203
Finland,FIN,2021-02-03,23421
Finland,FIN,2021-02-04,34293
Finland,FIN,2021-02-05,42667
Finland,FIN,2021-02-06,48650
Finland,FIN,2021-02-07,49781
Finland,FIN,2021-02-08,49995
Finland,FIN,2021-02-09,53869
Finland,FIN,2021-02-10,55770
Finland,FIN,2021-02-11,60152
Finland,FIN,2021-02-12,63802
Finland,FIN,2021-02-13,66832
Finland,FIN,2021-02-14,66959
Finland,FIN,2021-02-15,66992
Finland,FIN,2021-02-16,67463
Finland,FIN,2021-02-17,68631
Finland,FIN,2021-02-18,70127
Finland,FIN,2021-02-19,71486
Finland,FIN,2021-02-20,72859
Finland,FIN,2021-02-24,75099
Finland,FIN,2021-02-25,77302
Finland,FIN,2021-02-26,79724
Finland,FIN,2021-02-27,80927
Finland,FIN,2021-02-28,81125
Finland,FIN,2021-03-01,82062
Finland,FIN,2021-03-03,83183
Finland,FIN,2021-03-04,83642
Finland,FIN,2021-03-05,84222
Finland,FIN,2021-03-06,84809
Finland,FIN,2021-03-08,84810
Finland,FIN,2021-03-09,85014
Finland,FIN,2021-03-10,85258
Finland,FIN,2021-03-11,85421
Finland,FIN,2021-03-12,85826
Finland,FIN,2021-03-13,86280
Finland,FIN,2021-03-14,86307
Finland,FIN,2021-03-15,86311
Finland,FIN,2021-03-16,86538
Finland,FIN,2021-03-17,86805
Finland,FIN,2021-03-18,87133
Finland,FIN,2021-03-19,87333
Finland,FIN,2021-03-20,87515
Finland,FIN,2021-03-21,87533
Finland,FIN,2021-03-22,87536
Finland,FIN,2021-03-23,87600
Finland,FIN,2021-03-24,87674
Finland,FIN,2021-03-25,87803
Finland,FIN,2021-03-26,88234
Finland,FIN,2021-03-27,88521
Finland,FIN,2021-03-29,88547
Finland,FIN,2021-03-30,88715
Finland,FIN,2021-03-31,88954
Finland,FIN,2021-04-01,89364
Finland,FIN,2021-04-02,89687
Finland,FIN,2021-04-03,89709
Finland,FIN,2021-04-04,89714
Finland,FIN,2021-04-05,89717
Finland,FIN,2021-04-06,89722
Finland,FIN,2021-04-07,90340
Finland,FIN,2021-04-08,91805
Finland,FIN,2021-04-09,93459
Finland,FIN,2021-04-10,94383
Finland,FIN,2021-04-11,95215
Finland,FIN,2021-04-12,95246
Finland,FIN,2021-04-13,102879
Finland,FIN,2021-04-15,109909
Finland,FIN,2021-04-16,116412
Finland,FIN,2021-04-18,121923
Finland,FIN,2021-04-19,122730
Finland,FIN,2021-04-20,124852
Finland,FIN,2021-04-21,140223
Finland,FIN,2021-04-23,147915
Finland,FIN,2021-04-25,153460
Finland,FIN,2021-04-27,154782
Finland,FIN,2021-04-28,159356
Finland,FIN,2021-04-30,166233
Finland,FIN,2021-05-01,168614
Finland,FIN,2021-05-02,168636
Finland,FIN,2021-05-03,168689
Finland,FIN,2021-05-04,171330
Finland,FIN,2021-05-05,185821
Finland,FIN,2021-05-07,205155
Finland,FIN,2021-05-08,210627
Finland,FIN,2021-05-10,211038
Finland,FIN,2021-05-11,238730
France,FRA,2021-01-16,78
France,FRA,2021-01-17,120
France,FRA,2021-01-18,283
France,FRA,2021-01-19,410
France,FRA,2021-01-20,569
France,FRA,2021-01-21,704
France,FRA,2021-01-22,866
France,FRA,2021-01-23,916
France,FRA,2021-01-24,943
France,FRA,2021-01-25,2161
France,FRA,2021-01-26,5271
France,FRA,2021-01-27,10868
France,FRA,2021-01-28,25228
France,FRA,2021-01-29,42521
France,FRA,2021-01-30,46746
France,FRA,2021-01-31,48425
France,FRA,2021-02-01,69553
France,FRA,2021-02-02,104121
France,FRA,2021-02-03,141081
France,FRA,2021-02-04,191141
France,FRA,2021-02-05,236482
France,FRA,2021-02-06,246881
France,FRA,2021-02-07,251922
France,FRA,2021-02-08,297915
France,FRA,2021-02-09,370322
France,FRA,2021-02-10,447017
France,FRA,2021-02-11,546161
France,FRA,2021-02-12,620437
France,FRA,2021-02-13,639929
France,FRA,2021-02-14,647119
France,FRA,2021-02-15,723626
France,FRA,2021-02-16,824371
France,FRA,2021-02-17,927341
France,FRA,2021-02-18,1045902
France,FRA,2021-02-19,1136636
France,FRA,2021-02-20,1165064
France,FRA,2021-02-21,1171437
France,FRA,2021-02-22,1244574
France,FRA,2021-02-23,1328632
France,FRA,2021-02-24,1409761
France,FRA,2021-02-25,1501181
France,FRA,2021-02-26,1572191
France,FRA,2021-02-27,1594171
France,FRA,2021-02-28,1598585
France,FRA,2021-03-01,1651389
France,FRA,2021-03-02,1717635
France,FRA,2021-03-03,1783186
France,FRA,2021-03-04,1852067
France,FRA,2021-03-05,1915460
France,FRA,2021-03-06,1933284
France,FRA,2021-03-07,1938765
France,FRA,2021-03-08,1989573
France,FRA,2021-03-09,2046351
France,FRA,2021-03-10,2103566
France,FRA,2021-03-11,2166684
France,FRA,2021-03-12,2220190
France,FRA,2021-03-13,2235474
France,FRA,2021-03-14,2238911
France,FRA,2021-03-15,2271584
France,FRA,2021-03-16,2311125
France,FRA,2021-03-17,2349951
France,FRA,2021-03-18,2394615
France,FRA,2021-03-19,2432101
France,FRA,2021-03-20,2443888
France,FRA,2021-03-21,2446516
France,FRA,2021-03-22,2480816
France,FRA,2021-03-23,2523222
France,FRA,2021-03-24,2567091
France,FRA,2021-03-25,2611845
France,FRA,2021-03-26,2653756
France,FRA,2021-03-27,2670409
France,FRA,2021-03-28,2674146
France,FRA,2021-03-29,2728456
France,FRA,2021-03-30,2798142
France,FRA,2021-03-31,2871093
France,FRA,2021-04-01,2958945
France,FRA,2021-04-02,3051072
France,FRA,2021-04-03,3112948
France,FRA,2021-04-04,3131613
France,FRA,2021-04-05,3142622
France,FRA,2021-04-06,3250519
France,FRA,2021-04-07,3366022
France,FRA,2021-04-08,3487480
France,FRA,2021-04-09,3604010
France,FRA,2021-04-10,3686773
France,FRA,2021-04-11,3721376
France,FRA,2021-04-12,3836623
France,FRA,2021-04-13,3981621
France,FRA,2021-04-14,4121066
France,FRA,2021-04-15,4268952
France,FRA,2021-04-16,4414747
France,FRA,2021-04-17,4505025
France,FRA,2021-04-18,4540457
France,FRA,2021-04-19,4678885
France,FRA,2021-04-20,4849675
France,FRA,2021-04-21,5018548
France,FRA,2021-04-22,5206850
France,FRA,2021-04-23,5390638
France,FRA,2021-04-24,5503797
France,FRA,2021-04-25,5542798
France,FRA,2021-04-26,5701755
France,FRA,2021-04-27,5898657
France,FRA,2021-04-28,6091642
France,FRA,2021-04-29,6303645
France,FRA,2021-04-30,6507490
France,FRA,2021-05-01,6561908
France,FRA,2021-05-02,6600182
France,FRA,2021-05-03,6774828
France,FRA,2021-05-04,7007427
France,FRA,2021-05-05,7237961
France,FRA,2021-05-06,7488367
France,FRA,2021-05-07,7764439
France,FRA,2021-05-08,7833539
France,FRA,2021-05-09,7880929
France,FRA,2021-05-10,8116853
French Polynesia,PYF,2021-02-10,415
French Polynesia,PYF,2021-02-16,1077
French Polynesia,PYF,2021-02-17,1266
French Polynesia,PYF,2021-02-23,2115
French Polynesia,PYF,2021-03-01,3096
French Polynesia,PYF,2021-03-02,3324
French Polynesia,PYF,2021-03-09,4399
French Polynesia,PYF,2021-03-16,5638
French Polynesia,PYF,2021-03-23,6412
French Polynesia,PYF,2021-03-30,7432
French Polynesia,PYF,2021-04-07,9324
French Polynesia,PYF,2021-04-13,14296
French Polynesia,PYF,2021-04-20,17896
French Polynesia,PYF,2021-04-27,23078
French Polynesia,PYF,2021-05-04,27097
French Polynesia,PYF,2021-05-11,31495
Gabon,GAB,2021-04-16,400
Gabon,GAB,2021-04-19,763
Gabon,GAB,2021-04-21,1342
Gabon,GAB,2021-04-23,2002
Gabon,GAB,2021-04-30,2643
Germany,DEU,2020-12-27,13
Germany,DEU,2020-12-28,50
Germany,DEU,2020-12-29,775
Germany,DEU,2020-12-30,895
Germany,DEU,2020-12-31,1044
Germany,DEU,2021-01-01,1051
Germany,DEU,2021-01-02,1334
Germany,DEU,2021-01-03,1339
Germany,DEU,2021-01-04,1390
Germany,DEU,2021-01-05,1419
Germany,DEU,2021-01-06,1424
Germany,DEU,2021-01-07,1433
Germany,DEU,2021-01-08,1756
Germany,DEU,2021-01-09,1803
Germany,DEU,2021-01-10,1812
Germany,DEU,2021-01-11,1864
Germany,DEU,2021-01-12,1923
Germany,DEU,2021-01-13,2121
Germany,DEU,2021-01-14,2307
Germany,DEU,2021-01-15,2917
Germany,DEU,2021-01-16,3823
Germany,DEU,2021-01-17,21167
Germany,DEU,2021-01-18,36939
Germany,DEU,2021-01-19,71804
Germany,DEU,2021-01-20,123318
Germany,DEU,2021-01-21,165173
Germany,DEU,2021-01-22,200736
Germany,DEU,2021-01-23,245697
Germany,DEU,2021-01-24,268844
Germany,DEU,2021-01-25,307443
Germany,DEU,2021-01-26,355872
Germany,DEU,2021-01-27,415510
Germany,DEU,2021-01-28,461551
Germany,DEU,2021-01-29,519199
Germany,DEU,2021-01-30,571361
Germany,DEU,2021-01-31,601893
Germany,DEU,2021-02-01,663383
Germany,DEU,2021-02-02,730812
Germany,DEU,2021-02-03,826103
Germany,DEU,2021-02-04,896782
Germany,DEU,2021-02-05,973831
Germany,DEU,2021-02-06,1026795
Germany,DEU,2021-02-07,1052877
Germany,DEU,2021-02-08,1109625
Germany,DEU,2021-02-09,1183843
Germany,DEU,2021-02-10,1260446
Germany,DEU,2021-02-11,1327771
Germany,DEU,2021-02-12,1403698
Germany,DEU,2021-02-13,1449289
Germany,DEU,2021-02-14,1474551
Germany,DEU,2021-02-15,1530178
Germany,DEU,2021-02-16,1584634
Germany,DEU,2021-02-17,1640293
Germany,DEU,2021-02-18,1691537
Germany,DEU,2021-02-19,1746309
Germany,DEU,2021-02-20,1783420
Germany,DEU,2021-02-21,1812530
Germany,DEU,2021-02-22,1872647
Germany,DEU,2021-02-23,1932350
Germany,DEU,2021-02-24,1991953
Germany,DEU,2021-02-25,2050629
Germany,DEU,2021-02-26,2116056
Germany,DEU,2021-02-27,2156076
Germany,DEU,2021-02-28,2180368
Germany,DEU,2021-03-01,2229735
Germany,DEU,2021-03-02,2283383
Germany,DEU,2021-03-03,2352374
Germany,DEU,2021-03-04,2415032
Germany,DEU,2021-03-05,2482460
Germany,DEU,2021-03-06,2531761
Germany,DEU,2021-03-07,2566229
Germany,DEU,2021-03-08,2618734
Germany,DEU,2021-03-09,2673510
Germany,DEU,2021-03-10,2739205
Germany,DEU,2021-03-11,2800116
Germany,DEU,2021-03-12,2871772
Germany,DEU,2021-03-13,2921225
Germany,DEU,2021-03-14,2957221
Germany,DEU,2021-03-15,3016087
Germany,DEU,2021-03-16,3083108
Germany,DEU,2021-03-17,3162571
Germany,DEU,2021-03-18,3237917
Germany,DEU,2021-03-19,3320760
Germany,DEU,2021-03-20,3374652
Germany,DEU,2021-03-21,3413425
Germany,DEU,2021-03-22,3489591
Germany,DEU,2021-03-23,3573359
Germany,DEU,2021-03-24,3661673
Germany,DEU,2021-03-25,3741833
Germany,DEU,2021-03-26,3830589
Germany,DEU,2021-03-27,3893767
Germany,DEU,2021-03-28,3946516
Germany,DEU,2021-03-29,4035550
Germany,DEU,2021-03-30,4128928
Germany,DEU,2021-03-31,4232041
Germany,DEU,2021-04-01,4324486
Germany,DEU,2021-04-02,4396099
Germany,DEU,2021-04-03,4462137
Germany,DEU,2021-04-04,4515706
Germany,DEU,2021-04-05,4589119
Germany,DEU,2021-04-06,4688269
Germany,DEU,2021-04-07,4785385
Germany,DEU,2021-04-08,4875153
Germany,DEU,2021-04-09,4963509
Germany,DEU,2021-04-10,5028989
Germany,DEU,2021-04-11,5079088
Germany,DEU,2021-04-12,5155924
Germany,DEU,2021-04-13,5229330
Germany,DEU,2021-04-14,5312709
Germany,DEU,2021-04-15,5383497
Germany,DEU,2021-04-16,5458874
Germany,DEU,2021-04-17,5515238
Germany,DEU,2021-04-18,5554463
Germany,DEU,2021-04-19,5615216
Germany,DEU,2021-04-20,5676531
Germany,DEU,2021-04-21,5748009
Germany,DEU,2021-04-22,5813661
Germany,DEU,2021-04-23,5880850
Germany,DEU,2021-04-24,5940373
Germany,DEU,2021-04-25,5987951
Germany,DEU,2021-04-26,6061064
Germany,DEU,2021-04-27,6151119
Germany,DEU,2021-04-28,6277611
Germany,DEU,2021-04-29,6408886
Germany,DEU,2021-04-30,6545405
Germany,DEU,2021-05-01,6621095
Germany,DEU,2021-05-02,6688457
Germany,DEU,2021-05-03,6803274
Germany,DEU,2021-05-04,6962576
Germany,DEU,2021-05-05,7184414
Germany,DEU,2021-05-06,7393144
Germany,DEU,2021-05-07,7601955
Germany,DEU,2021-05-08,7747516
Germany,DEU,2021-05-09,7846378
Germany,DEU,2021-05-10,8022890
Gibraltar,GIB,2021-01-31,400
Gibraltar,GIB,2021-02-01,1325
Gibraltar,GIB,2021-02-02,2320
Gibraltar,GIB,2021-02-03,3011
Gibraltar,GIB,2021-02-04,3943
Gibraltar,GIB,2021-02-05,4876
Gibraltar,GIB,2021-02-06,5573
Gibraltar,GIB,2021-02-07,5573
Gibraltar,GIB,2021-02-08,6140
Gibraltar,GIB,2021-02-09,6719
Gibraltar,GIB,2021-02-10,6737
Gibraltar,GIB,2021-02-11,7667
Gibraltar,GIB,2021-02-12,8595
Gibraltar,GIB,2021-02-13,9522
Gibraltar,GIB,2021-02-14,10053
Gibraltar,GIB,2021-02-15,10244
Gibraltar,GIB,2021-02-16,10772
Gibraltar,GIB,2021-02-17,11303
Gibraltar,GIB,2021-02-18,12053
Gibraltar,GIB,2021-02-19,12573
Gibraltar,GIB,2021-02-20,12573
Gibraltar,GIB,2021-02-21,12606
Gibraltar,GIB,2021-02-22,12729
Gibraltar,GIB,2021-02-23,12846
Gibraltar,GIB,2021-02-24,12928
Gibraltar,GIB,2021-02-25,13009
Gibraltar,GIB,2021-02-26,13178
Gibraltar,GIB,2021-02-27,13290
Gibraltar,GIB,2021-02-28,13290
Gibraltar,GIB,2021-03-02,13704
Gibraltar,GIB,2021-03-03,14101
Gibraltar,GIB,2021-03-04,15023
Gibraltar,GIB,2021-03-05,15155
Gibraltar,GIB,2021-03-06,15403
Gibraltar,GIB,2021-03-07,15572
Gibraltar,GIB,2021-03-08,15572
Gibraltar,GIB,2021-03-09,15809
Gibraltar,GIB,2021-03-10,15962
Gibraltar,GIB,2021-03-11,15962
Gibraltar,GIB,2021-03-12,16517
Gibraltar,GIB,2021-03-13,16526
Gibraltar,GIB,2021-03-14,16526
Gibraltar,GIB,2021-03-15,17579
Gibraltar,GIB,2021-03-16,18629
Gibraltar,GIB,2021-03-17,19579
Gibraltar,GIB,2021-03-18,20147
Gibraltar,GIB,2021-03-19,21250
Gibraltar,GIB,2021-03-20,22293
Gibraltar,GIB,2021-03-21,23052
Gibraltar,GIB,2021-03-22,23052
Gibraltar,GIB,2021-03-23,23691
Gibraltar,GIB,2021-03-24,24355
Gibraltar,GIB,2021-03-25,25206
Gibraltar,GIB,2021-03-26,25736
Gibraltar,GIB,2021-03-27,26702
Gibraltar,GIB,2021-03-28,27662
Gibraltar,GIB,2021-03-29,27952
Gibraltar,GIB,2021-03-31,28492
Gibraltar,GIB,2021-04-01,28526
Gibraltar,GIB,2021-04-02,28614
Gibraltar,GIB,2021-04-03,29446
Gibraltar,GIB,2021-04-09,29560
Gibraltar,GIB,2021-04-10,29692
Gibraltar,GIB,2021-04-11,29790
Gibraltar,GIB,2021-04-13,29847
Gibraltar,GIB,2021-04-14,30384
Gibraltar,GIB,2021-04-16,30402
Gibraltar,GIB,2021-04-19,30811
Gibraltar,GIB,2021-04-22,31454
Gibraltar,GIB,2021-04-23,31999
Gibraltar,GIB,2021-04-27,32028
Gibraltar,GIB,2021-04-28,32054
Gibraltar,GIB,2021-04-30,32838
Gibraltar,GIB,2021-05-01,33611
Gibraltar,GIB,2021-05-05,34280
Gibraltar,GIB,2021-05-06,34686
Gibraltar,GIB,2021-05-07,35022
Gibraltar,GIB,2021-05-08,35529
Greece,GRC,2021-01-16,2
Greece,GRC,2021-01-18,423
Greece,GRC,2021-01-19,1072
Greece,GRC,2021-01-20,1664
Greece,GRC,2021-01-21,2261
Greece,GRC,2021-01-22,2579
Greece,GRC,2021-01-23,3135
Greece,GRC,2021-01-25,8061
Greece,GRC,2021-01-26,13145
Greece,GRC,2021-01-27,17879
Greece,GRC,2021-01-28,23797
Greece,GRC,2021-01-29,32742
Greece,GRC,2021-01-30,38888
Greece,GRC,2021-02-01,46566
Greece,GRC,2021-02-02,54085
Greece,GRC,2021-02-03,62019
Greece,GRC,2021-02-04,68464
Greece,GRC,2021-02-05,73695
Greece,GRC,2021-02-06,79760
Greece,GRC,2021-02-08,84753
Greece,GRC,2021-02-09,92582
Greece,GRC,2021-02-10,106123
Greece,GRC,2021-02-11,121616
Greece,GRC,2021-02-12,139289
Greece,GRC,2021-02-13,154907
Greece,GRC,2021-02-15,168696
Greece,GRC,2021-02-16,177926
Greece,GRC,2021-02-17,190697
Greece,GRC,2021-02-18,203913
Greece,GRC,2021-02-19,215274
Greece,GRC,2021-02-20,227594
Greece,GRC,2021-02-21,229589
Greece,GRC,2021-02-22,243590
Greece,GRC,2021-02-23,257476
Greece,GRC,2021-02-24,271837
Greece,GRC,2021-02-25,286331
Greece,GRC,2021-02-26,300926
Greece,GRC,2021-02-27,313647
Greece,GRC,2021-03-01,327136
Greece,GRC,2021-03-02,339402
Greece,GRC,2021-03-03,348191
Greece,GRC,2021-03-04,355559
Greece,GRC,2021-03-05,361428
Greece,GRC,2021-03-06,366361
Greece,GRC,2021-03-08,372424
Greece,GRC,2021-03-09,377850
Greece,GRC,2021-03-10,383443
Greece,GRC,2021-03-11,390632
Greece,GRC,2021-03-12,398936
Greece,GRC,2021-03-13,406070
Greece,GRC,2021-03-15,407793
Greece,GRC,2021-03-16,420634
Greece,GRC,2021-03-17,430094
Greece,GRC,2021-03-18,440559
Greece,GRC,2021-03-19,450319
Greece,GRC,2021-03-20,459446
Greece,GRC,2021-03-22,471061
Greece,GRC,2021-03-23,484817
Greece,GRC,2021-03-24,501414
Greece,GRC,2021-03-25,501445
Greece,GRC,2021-03-26,526435
Greece,GRC,2021-03-27,548494
Greece,GRC,2021-03-29,568803
Greece,GRC,2021-03-30,588298
Greece,GRC,2021-03-31,607174
Greece,GRC,2021-04-01,624688
Greece,GRC,2021-04-02,641917
Greece,GRC,2021-04-03,658942
Greece,GRC,2021-04-05,663688
Greece,GRC,2021-04-06,676401
Greece,GRC,2021-04-07,690748
Greece,GRC,2021-04-08,704794
Greece,GRC,2021-04-09,720209
Greece,GRC,2021-04-10,733850
Greece,GRC,2021-04-12,745399
Greece,GRC,2021-04-13,756032
Greece,GRC,2021-04-14,764998
Greece,GRC,2021-04-15,767081
Greece,GRC,2021-04-16,768886
Greece,GRC,2021-04-17,770207
Greece,GRC,2021-04-19,772034
Greece,GRC,2021-04-20,774380
Greece,GRC,2021-04-21,776439
Greece,GRC,2021-04-22,784150
Greece,GRC,2021-04-23,794006
Greece,GRC,2021-04-24,817113
Greece,GRC,2021-04-26,851109
Greece,GRC,2021-04-27,881234
Greece,GRC,2021-04-28,910145
Greece,GRC,2021-04-29,943808
Greece,GRC,2021-04-30,944133
Greece,GRC,2021-05-01,944492
Greece,GRC,2021-05-03,945342
Greece,GRC,2021-05-04,986564
Greece,GRC,2021-05-05,1037123
Greece,GRC,2021-05-06,1090528
Greece,GRC,2021-05-07,1143678
Greece,GRC,2021-05-08,1197313
Greece,GRC,2021-05-10,1253411
Greece,GRC,2021-05-11,1306498
Greenland,GRL,2021-03-01,1203
Greenland,GRL,2021-04-09,4259
Greenland,GRL,2021-04-12,4277
Greenland,GRL,2021-04-13,4296
Greenland,GRL,2021-04-14,4297
Greenland,GRL,2021-04-15,4297
Greenland,GRL,2021-04-16,4297
Greenland,GRL,2021-04-19,4297
Greenland,GRL,2021-04-20,4298
